,School_ID,Student_ID,SES,SES.cat,Math.Self.Eff,Grade.Repeated,Gender,Edu.Exp,Immg,Family.support,Feel.Safe,Math.Anxiety,GRADE,Math.Score,Reading.Score,Science.Score
1026,84000121,84001869,0.1971,Mid SES,-1.5875,0,Male,4,Native,-0.0569,-1.3019,2.6149,0,421.9472222,442.6833333,489.6997778
1027,84000013,84001870,0.8593,High SES,0.2999,0,Female,4,Native,-0.4742,-1.15,-0.9158,0,563.3126667,613.1616667,639.3096667
1028,84000160,84001871,-0.3665,Mid SES,-0.4509,0,Male,5,Native,-0.6677,-0.756,0.4252,0,436.4421111,481.6936667,414.4294444
1029,84000115,84001872,0.3385,Mid SES,-0.18,0,Female,8,Native,0.0086,-0.756,0.7889,0,470.1855556,570.6891111,500.0143333
1030,84000057,84001873,0.8406,High SES,-0.1637,0,Male,9,Native,-0.1574,-1.15,0.133,0,397.249,406.1454444,483.3435556
1031,84000055,84001880,1.3916,High SES,-1.2486,0,Female,7,Native,0.4175,1.1246,-0.3744,0,546.648,626.7818889,577.2934444
1032,84000053,84001883,-1.8268,Low SES,0.3953,0,Male,4,2nd Gen,-1.0093,-0.756,-0.508,1,459.7786667,410.2765556,444.7362222
1033,84000115,84001887,-1.3583,Low SES,0.1071,0,Male,5,Native,0.7945,1.1246,-0.2885,1,570.1012222,636.4328889,652.1143333
1034,84000128,84001888,0.8277,High SES,-0.8227,0,Male,6,Native,-0.1287,-0.756,0.051,1,455.8458889,528.6026667,524.9566667
1035,84000159,84001889,1.2001,High SES,0.8561,0,Female,7,Native,1.8377,-1.5326,0.3378,0,475.8263333,527.4286667,501.2601111
1036,84000019,84001892,-1.6738,Low SES,-0.3848,0,Female,9,Native,1.1554,-0.756,-0.4577,0,306.6835556,313.7155556,314.3702222
1037,84000129,84001894,1.5153,High SES,-0.1511,0,Male,8,2nd Gen,-0.4824,1.1246,-2.3558,0,585.9396667,608.8314444,604.0585556
1038,84000018,84001896,-0.7024,Low SES,-0.0252,0,Female,4,Native,-0.2049,1.1246,1.1417,0,391.9865556,419.5633333,421.9115556
1039,84000032,84001898,0.7943,High SES,-3.4762,0,Male,4,Native,1.7965,-0.756,0.7889,0,382.426,382.3717778,413.6048889
1040,84000123,84001900,-0.7914,Low SES,-0.2856,0,Female,7,2nd Gen,-0.2051,0.3308,1.0161,0,474.1931111,521.1468889,552.0461111
1041,84000007,84001905,-0.1815,Mid SES,0.8869,0,Female,7,Native,0.1299,-0.756,-1.6741,0,583.971,624.8675556,637.9386667
1042,84000073,84001906,0.6754,Mid SES,-0.8529,0,Male,7,Native,0.2337,-0.756,-0.2885,0,497.163,522.5538889,557.3563333
1043,84000079,84001908,-0.3573,Mid SES,-2.6345,0,Female,4,2nd Gen,-0.8241,0.4417,2.6149,0,447.7258889,548.1238889,566.3874444
1044,84000052,84001909,-1.0608,Low SES,-1.3549,0,Male,6,2nd Gen,-0.346,-0.756,0.6387,0,474.0985556,538.8911111,542.4626667
1045,84000023,84001911,-0.0931,Mid SES,NA,1,Male,NA,Native,NA,NA,-0.2758,-1,334.4147778,369.4283333,362.9048889
1046,84000054,84001912,-0.9531,Low SES,-0.5366,0,Male,5,Native,-1.1235,-0.756,-0.4577,0,381.3778889,400.2492222,403.5344444
1047,84000005,84001913,0.9417,High SES,-0.7582,0,Female,9,Native,0.4687,-0.3153,0.7774,0,558.2434444,654.887,657.7074444
1048,84000108,84001914,-1.7971,Low SES,-1.2364,0,Male,5,Native,-0.3912,-0.756,-0.3794,1,428.1117778,473.0346667,439.5801111
1049,84000079,84001915,-1.4423,Low SES,-0.9071,0,Male,7,Native,-0.1737,-0.756,-0.1172,0,421.7851111,418.6598889,423.82
1050,84000098,84001918,0.3057,Mid SES,-0.1914,0,Female,7,Native,-1.1591,1.1246,-1.2788,1,562.5642222,628.0403333,597.0501111
1051,84000073,84001919,-1.1035,Low SES,-0.121,0,Female,4,2nd Gen,1.7465,-0.756,-0.2045,1,553.2867778,455.1522222,475.5872222
1052,84000019,84001921,0.3853,Mid SES,-0.4295,0,Female,7,2nd Gen,-0.3613,0.4417,0.4252,1,480.0624444,580.7857778,501.7791111
1053,84000132,84001922,0.754,Mid SES,NA,0,Male,NA,Native,NA,NA,-0.5006,1,518.6715556,542.9835556,502.1845556
1054,84000163,84001923,-0.3063,Mid SES,-0.1455,0,Male,5,Native,0.0767,-1.1042,-0.1371,0,490.8085556,494.93,558.6196667
1055,84000143,84001927,-0.8502,Low SES,NA,NA,Male,NA,NA,NA,NA,NA,0,510.6315556,543.2965556,575.4568889
1056,84000050,84001930,0.6678,Mid SES,-0.2938,0,Male,5,Native,-0.44,1.1246,0.5653,0,406.4135556,485.1298889,484.6093333
1057,84000042,84001931,0.1591,Mid SES,0.2298,0,Female,7,Native,1.8843,-0.756,2.6109,0,449.8814444,533.2338889,506.7465556
1058,84000077,84001932,0.181,Mid SES,0.7403,0,Female,9,1st Gen,-0.6971,1.1246,-0.1172,0,601.7854444,714.2494444,611.4305556
1059,84000049,84001934,-0.6487,Low SES,-0.8939,0,Female,7,Native,-0.8484,-1.15,0.8918,0,462.3921111,540.0703333,504.238
1060,84000085,84001935,-0.8558,Low SES,-1.1203,0,Female,8,2nd Gen,-0.3001,-0.756,0.3729,0,380.4665556,547.7341111,423.1718889
1061,84000051,84001937,1.0222,High SES,-0.8209,0,Female,7,Native,0.5755,0.6942,-1.1715,0,510.156,639.2136667,625.0881111
1062,84000003,84001939,-1.2262,Low SES,-0.6887,0,Female,9,Native,-2.8188,0.0877,0.4252,0,444.778,498.5158889,426.9167778
1063,84000139,84001940,0.3092,Mid SES,-0.0632,0,Male,9,Native,-1.0763,-0.756,-0.5191,0,509.7957778,510.2913333,525.2382222
1064,84000031,84001943,-2.0975,Low SES,NA,1,Male,NA,Native,NA,NA,-0.5006,-1,407.4511111,432.3771111,414.2156667
1065,84000097,84001946,-0.6213,Low SES,-0.6851,0,Female,6,Native,1.6535,-1.7615,-0.1172,0,372.931,391.3572222,375.9502222
1066,84000011,84001949,0.2666,Mid SES,-0.723,0,Male,8,Native,-0.516,-0.756,0.1932,-1,490.1052222,504.2335556,485.9344444
1067,84000022,84001950,-1.2072,Low SES,0.7675,0,Male,4,2nd Gen,-0.8988,-0.756,-0.3794,0,433.9644444,559.0542222,472.1521111
1068,84000094,84001951,-0.1451,Mid SES,1.3997,0,Male,8,Native,1.7483,0.0936,0.1932,-1,509.5984444,595.2528889,588.9767778
1069,84000143,84001952,-1.1168,Low SES,-0.7685,1,Male,4,Native,-0.319,1.1246,-0.755,-1,469.3956667,376.3102222,398.7311111
1070,84000158,84001953,-2.095,Low SES,0.1023,0,Male,8,2nd Gen,1.7506,0.2802,-0.2885,0,432.337,516.4452222,468.0111111
1071,84000078,84001954,-0.014,Mid SES,-1.2811,0,Female,7,Native,1.7442,0.4417,-0.1172,0,407.4541111,468.7697778,419.5886667
1072,84000107,84001955,-0.8291,Low SES,-1.1183,0,Female,8,NA,-0.7229,-0.8891,0.4252,-1,359.7048889,451.7847778,426.6054444
1073,84000030,84001959,0.5784,Mid SES,-0.2784,0,Male,7,2nd Gen,-1.2016,1.1246,0.4252,0,547.2338889,595.2712222,604.8434444
1074,84000102,84001964,0.5572,Mid SES,0.9779,1,Male,4,Native,1.0897,1.1246,0.1932,0,512.525,622.4924444,555.4617778
1075,84000046,84001967,1.7138,High SES,-0.9051,0,Female,7,Native,-0.6288,-0.756,1.4193,0,512.1508889,588.0957778,554.0837778
1076,84000075,84001968,-0.6677,Low SES,-0.6732,0,Female,8,Native,0.9868,1.1246,1.8003,0,325.9886667,377.4301111,360.6823333
1077,84000008,84001970,-0.5478,Low SES,0.7608,0,Female,9,NA,0.9353,-0.756,0.8757,-1,415.6365556,467.556,436.0231111
1078,84000001,84001972,-0.9007,Low SES,-0.8288,0,Female,7,Native,-0.0898,0.1413,1.2918,0,463.9403333,584.5018889,548.6675556
1079,84000035,84001974,-0.6583,Low SES,NA,0,Male,NA,Native,NA,NA,0.3378,1,324.8053333,291.7114444,299.9083333
1080,84000030,84001976,0.6352,Mid SES,2.1451,0,Male,8,Native,0.1036,-0.756,-0.638,0,593.2358889,690.3192222,641.8334444
1081,84000131,84001978,0.2586,Mid SES,-0.0961,0,Male,7,2nd Gen,0.1974,0.6942,1.0161,1,636.272,743.952,725.0544444
1082,84000001,84001979,-0.2503,Mid SES,-0.1914,0,Male,7,Native,-0.3267,1.1246,-0.5006,0,498.9035556,482.1024444,553.8513333
1083,84000052,84001981,-0.839,Low SES,-1.0365,0,Female,5,NA,0.9957,-0.756,-0.3744,0,383.5471111,490.4487778,449.2315556
1084,84000091,84001982,-0.1548,Mid SES,0.5167,1,Male,7,Native,-1.3141,0.4417,-0.3744,-1,497.7357778,459.3495556,511.8307778
1085,84000008,84001986,-0.5402,Low SES,0.5076,0,Female,6,Native,-0.0655,-0.756,2.5026,0,480.2324444,537.2983333,578.7474444
1086,84000058,84001990,-0.492,Mid SES,-0.4352,0,Female,8,Native,0.0128,-0.756,-0.3794,0,403.7146667,447.3186667,412.4931111
1087,84000154,84001991,NA,NA,-1.399,0,Female,7,2nd Gen,-1.0261,-1.2589,0.7643,0,382.7691111,420.7714444,359.8816667
1088,84000124,84001992,-1.205,Low SES,-0.9907,0,Male,8,Native,-0.637,-0.756,0.7889,-1,378.2604444,392.1928889,413.823
1089,84000106,84001995,-0.2431,Mid SES,-0.9871,0,Male,4,Native,-0.4337,0.4417,-0.0423,0,413.0654444,462.4541111,405.5406667
1090,84000159,84001996,1.3525,High SES,2.1972,0,Female,4,Native,-0.086,1.1246,-0.0575,0,529.2628889,569.2662222,476.3576667
1091,84000142,84001998,0.6189,Mid SES,2.1839,0,Female,8,Native,0.0523,1.1246,0.8918,1,452.539,470.3362222,472.005
1092,84000115,84001999,-0.4328,Mid SES,-0.3088,0,Male,5,Native,0.0891,-0.756,-0.2885,0,468.1944444,572.7764444,599.2081111
1093,84000069,84002000,-0.4852,Mid SES,1.0143,0,Male,4,Native,-1.3113,-0.756,-0.0394,0,514.7654444,543.0544444,534.2026667
1094,84000018,84002002,0.3123,Mid SES,-3.4478,1,Male,5,Native,-0.8024,-0.756,0.6647,-1,352.9032222,394.0338889,359.4123333
1095,84000072,84002004,1.1329,High SES,-0.5856,0,Female,7,Native,-0.1268,1.1246,2.6109,0,593.2067778,624.4877778,627.7284444
1096,84000070,84002005,0.6974,Mid SES,-0.1246,0,Male,8,Native,-0.0845,-0.756,-0.4577,0,423.0305556,396.5048889,421.6512222
1097,84000134,84002007,0.3801,Mid SES,-2.1515,0,Female,4,Native,-1.4403,-1.1042,0.7889,0,411.454,518.7615556,464.6305556
1098,84000153,84002010,0.9907,High SES,NA,0,Male,NA,Native,NA,NA,-0.2885,1,560.958,574.0658889,576.3944444
1099,84000039,84002011,0.5845,Mid SES,-0.1531,0,Female,5,Native,-0.4575,-0.756,-0.5191,0,359.2862222,306.5504444,317.8994444
1100,84000100,84002015,0.1026,Mid SES,0.0161,0,Female,9,Native,1.7628,-0.756,0.4252,0,352.5572222,420.7648889,389.72
1101,84000031,84002018,-0.4332,Mid SES,NA,0,Male,NA,Native,NA,NA,1.1417,0,398.5257778,459.8252222,442.0784444
1102,84000092,84002019,1.2362,High SES,0.8021,0,Male,7,Native,-0.8605,0.4417,-1.0075,0,580.1855556,566.2783333,603.1238889
1103,84000145,84002023,-1.1361,Low SES,-0.8636,NA,Male,4,Native,-0.0359,-0.756,2.6109,0,357.4266667,387.7335556,425.6117778
1104,84000035,84002026,1.7522,High SES,0.7226,0,Female,7,Native,0.8669,-1.3019,-0.0394,0,493.4245556,559.0233333,579.5634444
1105,84000031,84002029,-1.6858,Low SES,-0.7433,0,Female,9,2nd Gen,1.7296,-0.756,-0.0575,0,491.6406667,555.2947778,533.0617778
1106,84000074,84002030,-0.9178,Low SES,-0.8533,0,Female,8,2nd Gen,-0.1291,-0.756,0.905,0,449.0454444,481.4061111,465.7073333
1107,84000005,84002032,0.7494,Mid SES,-0.1867,0,Male,7,Native,0.3586,-0.1683,0.7889,0,455.4348889,554.8113333,565.7606667
1108,84000143,84002033,NA,NA,NA,NA,Male,NA,2nd Gen,NA,NA,NA,0,501.2076667,575.5864444,578.7562222
1109,84000004,84002036,0.8056,High SES,0.2642,0,Male,7,Native,1.6835,1.1246,-0.2885,1,551.0611111,558.5432222,579.568
1110,84000137,84002040,-0.1345,Mid SES,-1.3282,0,Male,4,NA,-0.7298,-1.1042,-0.0575,1,368.6387778,356.4396667,412.223
1111,84000057,84002041,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,1,388.8958889,402.7163333,409.1394444
1112,84000098,84002044,0.1313,Mid SES,0.8129,0,Male,8,Native,-0.2709,1.1246,-2.3945,0,590.7547778,592.946,615.5464444
1113,84000002,84002046,-0.7095,Low SES,-0.9104,0,Male,4,2nd Gen,1.7483,-0.756,-0.3794,1,371.4574444,448.9124444,396.5431111
1114,84000070,84002047,0.6406,Mid SES,-0.1637,0,Male,5,Native,-0.2291,-0.756,-0.508,0,510.5328889,518.8472222,550.493
1115,84000052,84002048,-0.4471,Mid SES,-0.4395,0,Female,9,Native,0.0352,-0.756,0.1932,0,400.6988889,402.3006667,385.1113333
1116,84000019,84002050,0.2635,Mid SES,-0.4638,0,Female,8,Native,0.471,-0.756,-0.5191,0,415.7222222,455.0458889,415.1752222
1117,84000012,84002053,-0.4685,Mid SES,-1.1198,0,Male,8,Native,1.6898,0.6942,-0.3794,0,386.9516667,350.1253333,421.8645556
1118,84000016,84002056,-0.9981,Low SES,-0.5582,0,Male,4,Native,-0.3034,-0.756,0.6566,0,446.7285556,484.4701111,429.457
1119,84000066,84002058,-0.3042,Mid SES,-0.2874,0,Male,9,Native,-0.1006,-1.5326,-0.2758,-1,366.5666667,357.8064444,377.0113333
1120,84000058,84002059,0.8582,High SES,-0.5219,0,Male,8,Native,-0.0392,0.4417,0.1932,0,472.0494444,490.6076667,501.777
1121,84000113,84002060,0.5076,Mid SES,-0.8084,0,Male,4,Native,0.174,0.6942,0.8757,0,479.1798889,545.6976667,588.6214444
1122,84000150,84002061,0.0874,Mid SES,-1.0167,0,Female,9,Native,-0.2953,-0.924,-2.3945,0,456.4024444,521.5282222,460.0256667
1123,84000101,84002062,0.0947,Mid SES,-0.493,0,Female,4,Native,-0.0978,0.4417,1.0508,0,440.899,530.3355556,540.7861111
1124,84000030,84002063,-0.3997,Mid SES,-0.8737,0,Female,5,Native,-0.3382,-1.5644,2.5078,1,321.2767778,448.8236667,369.6126667
1125,84000118,84002065,0.8499,High SES,1.1989,0,Female,8,Native,-0.8542,0.4417,0.6647,1,546.9335556,682.7986667,619.7896667
1126,84000115,84002068,1.5979,High SES,0.0158,0,Male,4,Native,1.6125,-0.756,-0.3744,0,551.584,525.575,576.525
1127,84000014,84002070,-1.0224,Low SES,-0.342,0,Female,7,Native,1.7692,0.1368,0.602,1,416.4726667,472.7693333,488.4741111
1128,84000036,84002072,1.0122,High SES,0.5713,0,Female,8,Native,0.2622,-0.756,-0.5191,0,460.8083333,448.1007778,452.9225556
1129,84000021,84002073,1.4726,High SES,-1.046,0,Female,4,Native,0.0569,1.1246,-0.3744,0,446.4073333,490.6363333,467.5187778
1130,84000056,84002074,0.7875,High SES,-1.3584,0,Female,9,2nd Gen,-1.0021,-0.756,0.7122,0,341.2717778,400.4303333,360.9507778
1131,84000048,84002076,0.8816,High SES,0.0139,0,Male,7,Native,1.5504,1.1246,0.544,0,537.7204444,595.1951111,633.3765556
1132,84000146,84002077,0.8621,High SES,0.4042,0,Female,9,2nd Gen,0.269,-0.756,-0.4577,1,572.5317778,707.8582222,677.2353333
1133,84000099,84002079,1.272,High SES,-0.3854,0,Male,6,Native,0.5476,-0.756,0.3729,0,466.9671111,470.0563333,526.6361111
1134,84000018,84002080,-1.2518,Low SES,2.3362,1,Male,9,Native,0.9484,1.1246,-2.249,-1,546.3461111,529.7514444,580.3033333
1135,84000060,84002081,0.1187,Mid SES,-0.9892,0,Male,4,Native,-0.6629,-0.756,0.7889,0,428.3787778,490.0438889,552.7332222
1136,84000070,84002082,-0.2625,Mid SES,-0.4395,0,Male,6,Native,-0.0851,1.1246,-0.508,0,398.8941111,408.8925556,383.3766667
1137,84000108,84002085,-0.935,Low SES,-0.2998,1,Female,7,Native,1.8101,0.0936,2.5429,-1,432.7713333,487.9754444,475.1554444
1138,84000154,84002086,-1.7724,Low SES,-0.3124,0,Female,4,2nd Gen,-0.7344,-0.756,1.1606,0,397.4507778,396.32,402.618
1139,84000046,84002087,0.0471,Mid SES,-1.658,0,Female,7,Native,-1.9969,1.1246,2.5078,0,415.8933333,543.0491111,488.5605556
1140,84000048,84002088,0.1417,Mid SES,NA,0,Female,7,Native,-0.0572,-0.756,-0.0423,0,381.8785556,461.8473333,411.0385556
1141,84000105,84002089,0.8024,High SES,NA,0,Female,NA,Native,NA,NA,1.1606,0,428.7492222,519.6371111,475.8578889
1142,84000139,84002092,1.3419,High SES,0.4217,0,Female,8,Native,0.2602,1.1246,-0.2885,0,503.0787778,597.8191111,563.5931111
1143,84000093,84002094,-0.8306,Low SES,-1.3917,0,Male,6,Native,-1.0411,-0.756,0.1932,0,388.8491111,551.4582222,454.9822222
1144,84000048,84002098,-0.0965,Mid SES,-0.9328,0,Female,4,Native,-0.021,-0.756,2.5078,0,523.0315556,635.3974444,593.6927778
1145,84000118,84002099,-0.2296,Mid SES,-0.884,0,Male,4,Native,0.0595,-1.5326,0.133,0,397.7224444,444.154,447.1871111
1146,84000156,84002102,-0.196,Mid SES,-1.2417,1,Female,2,2nd Gen,-0.0572,-0.756,-0.1172,-1,407.0738889,463.5968889,456.8114444
1147,84000045,84002104,0.5888,Mid SES,-1.1781,0,Male,4,Native,-0.2406,0.4417,2.6149,0,488.5295556,509.271,568.595
1148,84000073,84002105,0.3332,Mid SES,-0.2128,0,Male,9,Native,-0.7734,-1.3019,0.6566,0,395.2606667,368.6323333,359.4576667
1149,84000052,84002106,1.6103,High SES,-0.2741,0,Female,9,Native,-0.0163,-0.756,0.051,1,534.7373333,647.3866667,644.8562222
1150,84000069,84002107,0.8168,High SES,-0.2495,0,Male,8,Native,-0.6984,-0.756,2.5026,0,522.2022222,508.7146667,535.3064444
1151,84000053,84002111,0.2426,Mid SES,-0.251,0,Male,4,Native,0.6353,-0.756,0.5653,0,416.4035556,470.6144444,448.2721111
1152,84000059,84002113,0.7686,Mid SES,-0.8304,0,Female,8,Native,0.1229,-0.756,1.1287,0,546.2621111,579.2546667,602.9337778
1153,84000019,84002115,-0.7222,Low SES,-3.4078,0,Female,8,Native,0.785,-0.756,1.9397,0,298.4785556,358.8064444,336.7222222
1154,84000132,84002116,1.118,High SES,1.2347,0,Male,4,Native,-0.6385,1.1246,-0.1172,1,719.3337778,683.0537778,723.9535556
1155,84000070,84002117,-0.9801,Low SES,-0.1457,0,Male,6,2nd Gen,0.1749,0.6942,-1.6625,0,500.2098889,603.0851111,587.6473333
1156,84000041,84002118,-0.5261,Low SES,NA,0,Male,NA,2nd Gen,NA,NA,-0.2045,0,382.3675556,377.3984444,398.892
1157,84000071,84002122,-0.9289,Low SES,-1.0139,1,Female,9,Native,-0.6436,-0.756,0.8251,-1,322.4453333,355.427,321.9682222
1158,84000020,84002123,1.0372,High SES,-0.037,0,Male,8,Native,-0.1807,-0.756,-0.4577,0,555.7154444,635.8518889,627.9204444
1159,84000088,84002124,NA,NA,NA,NA,Female,NA,NA,NA,NA,NA,1,429.9756667,438.626,428.1263333
1160,84000107,84002125,-0.3826,Mid SES,-0.8623,0,Female,4,1st Gen,1.8355,-0.756,2.5078,0,347.55,388.3224444,387.0002222
1161,84000015,84002126,0.8953,High SES,-1.3068,0,Female,9,Native,1.5449,-0.756,2.6109,0,444.0832222,388.5725556,420.1811111
1162,84000092,84002127,1.3147,High SES,-0.0208,0,Male,6,Native,-0.0779,-1.3019,-0.5006,-1,556.3486667,561.0706667,575.8956667
1163,84000053,84002128,-0.0979,Mid SES,-0.3183,0,Male,9,Native,0.0468,-0.756,-0.5191,0,395.7374444,375.21,376.5256667
1164,84000078,84002132,-1.7186,Low SES,-0.0759,0,Male,4,2nd Gen,0.4345,-0.756,0.429,0,436.3256667,425.2808889,437.6121111
1165,84000075,84002133,0.9358,High SES,-0.3534,0,Female,8,Native,-0.1939,-0.756,-1.1715,0,569.1107778,634.9823333,658.066
1166,84000054,84002136,1.4328,High SES,0.0457,0,Male,8,Native,0.4677,1.1246,-2.3558,0,624.3223333,670.3694444,673.783
1167,84000070,84002139,0.5024,Mid SES,-1.0365,0,Female,8,Native,-1.1635,-0.756,0.544,1,489.2718889,539.44,557.1452222
1168,84000130,84002142,0.8792,High SES,1.3525,0,Male,8,Native,0.8338,1.1246,0.5653,0,509.4336667,587.2817778,554.9456667
1169,84000060,84002144,0.9167,High SES,0.8729,0,Male,8,Native,-0.3968,0.4417,-1.2788,0,636.2983333,606.4254444,690.2527778
1170,84000079,84002145,0.4371,Mid SES,-0.5026,0,Male,4,Native,-0.2988,0.1413,0.1932,0,496.9821111,544.9271111,529.0167778
1171,84000047,84002146,0.6238,Mid SES,-0.7925,0,Female,9,2nd Gen,0.4626,0.4361,0.6566,-1,379.3323333,501.5003333,425.5682222
1172,84000036,84002147,-1.8205,Low SES,-0.3173,0,Female,7,Native,-0.7235,0.3221,0.133,0,346.7504444,390.4792222,366.2011111
1173,84000076,84002149,0.4447,Mid SES,0.2298,0,Male,NA,Native,NA,-0.756,NA,0,578.6981111,662.5372222,615.34
1174,84000094,84002150,-0.3826,Mid SES,2.2206,0,Female,7,Native,0.2207,-0.756,-2.382,0,437.9313333,522.4661111,466.2062222
1175,84000084,84002152,-0.0753,Mid SES,NA,0,Male,NA,Native,NA,NA,2.5078,1,382.916,383.5615556,410.0334444
1176,84000027,84002155,0.8288,High SES,NA,0,Male,8,2nd Gen,0.4516,1.1246,NA,0,457.166,509.6806667,523.5886667
1177,84000117,84002156,-0.083,Mid SES,-1.6168,0,Male,6,2nd Gen,0.4112,-0.756,2.5078,0,369.7951111,392.627,307.366
1178,84000113,84002157,0.3251,Mid SES,-0.1362,0,Female,8,Native,1.659,-0.756,0.8251,0,387.22,394.8157778,438.2322222
1179,84000130,84002158,-0.1904,Mid SES,-0.4144,0,Male,7,Native,-0.3696,0.0877,0.1932,0,479.0933333,521.8702222,579.4956667
1180,84000012,84002159,0.7397,Mid SES,0.31,0,Female,8,Native,-0.1282,0.4417,-0.2927,0,499.2576667,569.5448889,561.5712222
1181,84000075,84002161,0.3824,Mid SES,-1.8612,0,Female,9,Native,-1.079,-0.756,1.1606,0,376.2164444,481.1765556,425.5737778
1182,84000081,84002165,0.73,Mid SES,-0.6887,0,Female,9,Native,-0.522,-0.756,0.905,0,428.7388889,574.1631111,509.4088889
1183,84000157,84002166,-0.1818,Mid SES,-0.5867,0,Female,9,Native,-0.1488,-0.756,0.6387,0,498.4788889,592.4491111,576.5991111
1184,84000072,84002167,0.3981,Mid SES,-0.9051,0,Male,5,Native,-1.1114,-1.1042,1.5706,1,539.2247778,548.3462222,581.4838889
1185,84000128,84002168,-0.4935,Mid SES,-0.7467,0,Male,7,Native,-0.9007,1.1246,0.602,1,461.7974444,508.4086667,508.0441111
1186,84000053,84002169,-0.162,Mid SES,-1.3447,0,Male,6,Native,-1.0895,-0.756,0.1931,0,371.8824444,384.5444444,381.6108889
1187,84000084,84002170,-1.5747,Low SES,-1.0124,0,Female,7,2nd Gen,-1.0479,-0.756,1.0112,0,444.8084444,544.9607778,552.196
1188,84000050,84002171,0.4027,Mid SES,-0.7996,0,Female,8,Native,-1.0062,-0.756,0.7774,0,403.7353333,466.0687778,467.763
1189,84000007,84002173,-1.1101,Low SES,2.1592,0,Male,5,Native,0.4282,1.1246,0.6387,0,508.374,625.5386667,589.9656667
1190,84000050,84002174,-1.7308,Low SES,1.1098,0,Female,6,NA,-0.3274,-0.756,0.1931,0,475.6094444,503.1906667,552.21
1191,84000101,84002175,-1.7654,Low SES,-0.5617,0,Male,2,Native,-1.0387,-2.0973,0.7774,0,394.5967778,396.6527778,446.1911111
1192,84000136,84002177,0.7886,High SES,-1.1935,0,Male,7,NA,-0.6476,0.6942,1.4193,0,456.093,482.783,535.0782222
1193,84000110,84002178,1.1711,High SES,0.1495,0,Female,9,Native,1.6127,1.1246,-0.2758,0,400.6198889,445.6056667,413.0018889
1194,84000161,84002179,-0.1305,Mid SES,-0.051,0,Female,5,NA,-0.2957,-0.756,1.0112,0,429.6613333,515.2937778,429.9613333
1195,84000051,84002180,-0.0305,Mid SES,NA,0,Male,NA,2nd Gen,NA,NA,1.0508,0,442.3328889,473.5584444,474.687
1196,84000140,84002181,1.2488,High SES,-0.4144,0,Female,9,Native,-0.0819,1.1246,2.5429,0,475.4632222,634.5332222,566.8357778
1197,84000077,84002183,0.9615,High SES,0.231,0,Male,4,Native,0.6806,1.1246,-0.4577,0,517.6375556,491.5816667,544.6002222
1198,84000044,84002185,1.8371,High SES,-0.5344,0,Female,8,Native,1.6127,-0.756,0.7774,0,406.7957778,452.0976667,387.4264444
1199,84000055,84002186,1.0004,High SES,-0.5318,0,Female,5,Native,-0.4084,-0.756,0.544,0,361.0041111,447.4014444,409.1338889
1200,84000129,84002187,-0.7273,Low SES,-1.9995,0,Female,9,2nd Gen,1.572,-0.756,0.5238,0,356.3484444,381.0105556,371.0724444
1201,84000036,84002193,0.4809,Mid SES,-0.8614,0,Female,4,Native,1.7483,-1.5644,-0.3744,0,403.5637778,411.9616667,458.1658889
1202,84000087,84002194,0.8708,High SES,-0.1785,0,Male,5,Native,0.4469,0.2435,-0.1172,0,515.474,575.792,592.1811111
1203,84000016,84002196,-1.0181,Low SES,0.8664,0,Female,8,NA,-0.7621,-1.15,-2.382,0,486.1143333,557.7151111,473.1747778
1204,84000012,84002197,1.1007,High SES,-0.0635,0,Male,9,Native,-1.5416,1.1246,1.0161,0,399.8698889,395.6791111,422.776
1205,84000097,84002201,-1.5129,Low SES,-1.6201,1,Female,4,Native,-1.7388,-1.2649,2.5078,0,453.8945556,453.8491111,492.2456667
1206,84000002,84002202,-2.0968,Low SES,0.31,0,Female,7,2nd Gen,0.0657,1.1246,-0.5191,0,540.9252222,551.8707778,538.9367778
1207,84000024,84002205,-1.5229,Low SES,-0.7403,0,Female,8,2nd Gen,-0.8607,-0.756,0.8918,1,342.008,361.0731111,427.5867778
1208,84000081,84002207,0.2123,Mid SES,0.8729,0,Female,4,Native,0.6999,-0.756,-0.3744,0,552.1418889,594.0765556,624.0266667
1209,84000044,84002208,1.2721,High SES,-0.0263,0,Male,7,Native,1.1635,1.1246,0.1932,0,419.4947778,414.1945556,407.9413333
1210,84000155,84002209,-1.2374,Low SES,-0.7626,1,Female,9,1st Gen,1.6011,0.0877,0.7774,-1,330.1096667,361.9094444,373.4723333
1211,84000082,84002211,-1.9991,Low SES,-1.0801,0,Male,5,2nd Gen,-0.3158,1.1246,-2.3558,1,502.6754444,467.5347778,488.6244444
1212,84000055,84002214,1.3759,High SES,-0.3937,0,Male,7,Native,-0.4155,1.1246,-0.1371,0,631.1352222,643.1331111,621.2003333
1213,84000075,84002215,0.4771,Mid SES,0.0616,0,Female,9,Native,-0.6715,0.1368,-0.1172,1,547.7477778,662.0016667,568.1026667
1214,84000068,84002216,0.027,Mid SES,0.0103,0,Female,9,Native,0.1121,-0.756,-2.3558,0,580.396,615.6784444,600.5918889
1215,84000060,84002217,1.0209,High SES,1.0061,0,Male,8,Native,-0.1106,1.1246,-1.6297,0,586.8633333,623.0038889,656.8821111
1216,84000058,84002218,0.2182,Mid SES,NA,0,Male,NA,NA,NA,NA,-0.3744,0,500.818,538.3412222,544.7636667
